,,,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Corner 3,Corner 3,,,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3
PLAYER_ID,PLAYER,SEASON,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,TOTAL_FGM,TOTAL_FGA,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ
1628464,D. Theis,2024-25,35,54,14,27,3,11,0,5,0,4,9,28,0,9,61.0,138.0,0.65,0.52,0.27,0.0,0.0,0.32,0.0,0.39,0.2,0.08,0.04,0.03,0.2,0.07
1628467,Maxi Kleber,2017-18,84,124,13,22,14,35,7,28,12,24,21,75,19,52,170.0,360.0,0.68,0.59,0.4,0.25,0.5,0.28,0.37,0.34,0.06,0.1,0.08,0.07,0.21,0.14
1628467,Maxi Kleber,2018-19,69,104,17,34,12,30,16,38,6,33,55,147,22,71,197.0,457.0,0.66,0.5,0.4,0.42,0.18,0.37,0.31,0.23,0.07,0.07,0.08,0.07,0.32,0.16
1628467,Maxi Kleber,2019-20,102,152,9,29,7,16,19,46,27,77,73,194,46,123,283.0,637.0,0.67,0.31,0.44,0.41,0.35,0.38,0.37,0.24,0.05,0.03,0.07,0.12,0.3,0.19
1628467,Maxi Kleber,2020-21,18,30,3,15,8,18,14,35,15,36,58,141,29,71,145.0,346.0,0.6,0.2,0.44,0.4,0.42,0.41,0.41,0.09,0.04,0.05,0.1,0.1,0.41,0.21
1628467,Maxi Kleber,2021-22,51,65,4,19,3,15,8,27,12,34,63,193,20,61,161.0,414.0,0.78,0.21,0.2,0.3,0.35,0.33,0.33,0.16,0.05,0.04,0.07,0.08,0.47,0.15
1628467,Maxi Kleber,2022-23,31,44,3,6,4,7,5,16,4,17,30,79,9,33,86.0,202.0,0.7,0.5,0.57,0.31,0.24,0.38,0.27,0.22,0.03,0.03,0.08,0.08,0.39,0.16
1628467,Maxi Kleber,2023-24,22,29,5,15,4,10,5,20,3,13,24,59,8,33,71.0,179.0,0.76,0.33,0.4,0.25,0.23,0.41,0.24,0.16,0.08,0.06,0.11,0.07,0.33,0.18
1628467,Maxi Kleber,2024-25,13,23,4,14,7,10,1,5,3,12,9,32,4,17,41.0,113.0,0.57,0.29,0.7,0.2,0.25,0.28,0.24,0.2,0.12,0.09,0.04,0.11,0.28,0.15
1628470,Torrey Craig,2017-18,40,66,0,7,5,6,5,11,3,11,9,33,8,22,70.0,156.0,0.61,0.0,0.83,0.45,0.27,0.27,0.36,0.42,0.04,0.04,0.07,0.07,0.21,0.14
1628470,Torrey Craig,2018-19,84,129,9,27,6,19,14,40,15,41,32,106,29,81,189.0,443.0,0.65,0.33,0.32,0.35,0.37,0.3,0.36,0.29,0.06,0.04,0.09,0.09,0.24,0.18
1628470,Torrey Craig,2019-20,72,98,4,19,3,14,10,30,5,21,30,85,15,51,139.0,318.0,0.73,0.21,0.21,0.33,0.24,0.35,0.29,0.31,0.06,0.04,0.09,0.07,0.27,0.16
1628470,Torrey Craig,2020-21,56,79,4,21,10,21,7,18,4,20,28,68,11,38,120.0,265.0,0.71,0.19,0.48,0.39,0.2,0.41,0.29,0.3,0.08,0.08,0.07,0.08,0.26,0.14
1628470,Torrey Craig,2021-22,87,127,26,48,10,32,18,50,18,49,41,133,36,99,236.0,538.0,0.69,0.54,0.31,0.36,0.37,0.31,0.36,0.24,0.09,0.06,0.09,0.09,0.25,0.18
1628470,Torrey Craig,2022-23,94,146,27,76,7,25,30,69,24,53,46,130,54,122,282.0,621.0,0.64,0.36,0.28,0.43,0.45,0.35,0.44,0.24,0.12,0.04,0.11,0.09,0.21,0.2
1628470,Torrey Craig,2023-24,36,61,9,28,3,9,16,41,9,31,35,81,25,72,133.0,323.0,0.59,0.32,0.33,0.39,0.29,0.43,0.35,0.19,0.09,0.03,0.13,0.1,0.25,0.22
1628470,Torrey Craig,2024-25,10,15,4,8,0,1,5,16,4,13,15,37,9,29,47.0,119.0,0.67,0.5,0.0,0.31,0.31,0.41,0.31,0.13,0.07,0.01,0.13,0.11,0.31,0.24
1628476,D. Walton Jr.,2017-18,0,0,0,1,1,7,0,0,2,3,5,13,2,3,10.0,27.0,0.0,0.0,0.14,0.0,0.67,0.38,0.67,0.0,0.04,0.26,0.0,0.11,0.48,0.11
1628476,D. Walton Jr.,2019-20,2,3,1,1,5,11,1,3,1,5,8,16,2,8,20.0,47.0,0.67,1.0,0.45,0.33,0.2,0.5,0.25,0.06,0.02,0.23,0.06,0.11,0.34,0.17
1628476,D. Walton Jr.,2021-22,2,4,0,4,1,5,0,0,1,1,2,12,1,1,7.0,27.0,0.5,0.0,0.2,0.0,1.0,0.17,1.0,0.15,0.15,0.19,0.0,0.04,0.44,0.04
1628499,A. Cleveland,2017-18,2,5,0,3,3,9,1,1,0,0,2,3,1,1,9.0,22.0,0.4,0.0,0.33,1.0,0.0,0.67,1.0,0.23,0.14,0.41,0.05,0.0,0.14,0.05
1628499,A. Cleveland,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628499,A. Cleveland,2019-20,3,8,1,2,0,1,0,0,0,1,0,2,0,1,4.0,15.0,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.13,0.07,0.0,0.07,0.13,0.07
1628499,A. Cleveland,2020-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628537,J. Morris,2017-18,7,14,2,4,2,4,0,4,0,0,2,5,0,4,13.0,35.0,0.5,0.5,0.5,0.0,0.0,0.4,0.0,0.4,0.11,0.11,0.11,0.0,0.14,0.11
1628537,J. Morris,2018-19,3,6,0,1,0,0,0,0,0,0,1,3,0,0,4.0,10.0,0.5,0.0,0.0,0.0,0.0,0.33,0.0,0.6,0.1,0.0,0.0,0.0,0.3,0.0
1628537,J. Morris,2020-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628537,J. Morris,2021-22,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.17,0.0,0.0,0.0,0.33,0.0
1628539,M. Mulder,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628539,M. Mulder,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628539,M. Mulder,2019-20,5,8,3,5,2,3,6,10,3,6,7,35,9,16,35.0,83.0,0.62,0.6,0.67,0.6,0.5,0.2,0.56,0.1,0.06,0.04,0.12,0.07,0.42,0.19
1628539,M. Mulder,2020-21,33,44,1,5,0,2,13,33,15,40,57,141,28,73,147.0,338.0,0.75,0.2,0.0,0.39,0.38,0.4,0.38,0.13,0.01,0.01,0.1,0.12,0.42,0.22
1628539,M. Mulder,2021-22,5,12,1,7,1,4,5,13,1,1,11,40,6,14,30.0,91.0,0.42,0.14,0.25,0.38,1.0,0.28,0.43,0.13,0.08,0.04,0.14,0.01,0.44,0.15
1628539,M. Mulder,2022-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628539,M. Mulder,2023-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628778,P. Watson,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628778,P. Watson,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628778,P. Watson,2019-20,6,8,0,5,0,1,0,1,0,0,4,11,0,1,10.0,27.0,0.75,0.0,0.0,0.0,0.0,0.36,0.0,0.3,0.19,0.04,0.04,0.0,0.41,0.04
1628778,P. Watson,2020-21,7,11,1,5,0,2,9,19,4,7,17,38,13,26,51.0,108.0,0.64,0.2,0.0,0.47,0.57,0.45,0.5,0.1,0.05,0.02,0.18,0.06,0.35,0.24
1628778,P. Watson,2021-22,3,4,3,5,0,0,2,7,1,5,3,14,3,12,15.0,47.0,0.75,0.6,0.0,0.29,0.2,0.21,0.25,0.09,0.11,0.0,0.15,0.11,0.3,0.26
1628778,P. Watson,2023-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628778,P. Watson,2024-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628960,Grayson Allen,2018-19,19,39,8,21,8,19,6,18,7,13,19,67,13,31,80.0,208.0,0.49,0.38,0.42,0.33,0.54,0.28,0.42,0.19,0.1,0.09,0.09,0.06,0.32,0.15
1628960,Grayson Allen,2019-20,29,43,23,51,8,16,17,28,3,10,37,103,20,38,137.0,289.0,0.67,0.45,0.5,0.61,0.3,0.36,0.53,0.15,0.18,0.06,0.1,0.03,0.36,0.13
1628960,Grayson Allen,2020-21,36,56,25,67,5,17,14,28,4,21,89,225,18,49,191.0,463.0,0.64,0.37,0.29,0.5,0.19,0.4,0.37,0.12,0.14,0.04,0.06,0.05,0.49,0.11
1628960,Grayson Allen,2021-22,66,100,20,58,10,23,31,63,16,40,112,285,47,103,302.0,672.0,0.66,0.34,0.43,0.49,0.4,0.39,0.46,0.15,0.09,0.03,0.09,0.06,0.42,0.15
1628960,Grayson Allen,2022-23,78,124,16,45,5,22,23,55,15,26,108,285,38,81,283.0,638.0,0.63,0.36,0.23,0.42,0.58,0.38,0.47,0.19,0.07,0.03,0.09,0.04,0.45,0.13
1628960,Grayson Allen,2023-24,100,149,33,78,2,10,48,85,17,50,140,310,65,135,405.0,817.0,0.67,0.42,0.2,0.56,0.34,0.45,0.48,0.18,0.1,0.01,0.1,0.06,0.38,0.17
1628960,Grayson Allen,2024-25,47,74,21,57,2,8,31,60,18,39,100,251,49,99,268.0,588.0,0.64,0.37,0.25,0.52,0.46,0.4,0.49,0.13,0.1,0.01,0.1,0.07,0.43,0.17
1628962,U. Azubuike,2020-21,4,7,0,2,0,0,0,0,0,0,0,0,0,0,4.0,9.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.22,0.0,0.0,0.0,0.0,0.0
1628962,U. Azubuike,2021-22,34,42,3,7,0,0,0,0,0,0,0,0,0,0,37.0,49.0,0.81,0.43,0.0,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.0,0.0,0.0,0.0
1628962,U. Azubuike,2022-23,51,55,8,17,0,0,0,0,0,0,0,0,0,0,59.0,72.0,0.93,0.47,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0
1628962,U. Azubuike,2023-24,15,18,1,5,0,0,0,0,0,0,0,0,0,0,16.0,23.0,0.83,0.2,0.0,0.0,0.0,0.0,0.0,0.78,0.22,0.0,0.0,0.0,0.0,0.0
1628963,Marvin Bagley III,2018-19,190,288,91,202,45,120,1,9,3,12,26,74,4,21,360.0,726.0,0.66,0.45,0.38,0.11,0.25,0.35,0.19,0.4,0.28,0.17,0.01,0.02,0.1,0.03
1628963,Marvin Bagley III,2019-20,51,79,14,45,9,21,0,0,0,1,4,21,0,1,78.0,168.0,0.65,0.31,0.43,0.0,0.0,0.19,0.0,0.47,0.27,0.12,0.0,0.01,0.12,0.01
1628963,Marvin Bagley III,2020-21,148,221,54,134,8,27,15,31,4,15,18,62,19,46,266.0,536.0,0.67,0.4,0.3,0.48,0.27,0.29,0.41,0.41,0.25,0.05,0.06,0.03,0.12,0.09
1628963,Marvin Bagley III,2021-22,135,185,57,132,10,32,6,26,4,21,13,49,10,47,235.0,492.0,0.73,0.43,0.31,0.23,0.19,0.27,0.21,0.38,0.27,0.07,0.05,0.04,0.1,0.1
1628963,Marvin Bagley III,2022-23,105,146,63,128,15,42,3,13,3,6,13,46,6,19,208.0,400.0,0.72,0.49,0.36,0.23,0.5,0.28,0.32,0.36,0.32,0.1,0.03,0.02,0.12,0.05
1628963,Marvin Bagley III,2023-24,178,261,42,93,10,31,2,2,1,5,6,16,3,7,242.0,415.0,0.68,0.45,0.32,1.0,0.2,0.38,0.43,0.63,0.22,0.07,0.0,0.01,0.04,0.02
1628963,Marvin Bagley III,2024-25,42,59,8,23,2,5,1,4,0,2,2,13,1,6,56.0,112.0,0.71,0.35,0.4,0.25,0.0,0.15,0.17,0.53,0.21,0.04,0.04,0.02,0.12,0.05
1628964,M. Bamba,2018-19,68,92,9,30,19,51,5,12,1,7,15,50,6,19,123.0,261.0,0.74,0.3,0.37,0.42,0.14,0.3,0.32,0.35,0.11,0.2,0.05,0.03,0.19,0.07
1628964,M. Bamba,2019-20,82,127,5,28,8,25,1,7,2,7,34,92,3,14,135.0,300.0,0.65,0.18,0.32,0.14,0.29,0.37,0.21,0.42,0.09,0.08,0.02,0.02,0.31,0.05
1628964,M. Bamba,2020-21,71,104,20,39,13,40,2,3,3,10,33,105,5,13,147.0,314.0,0.68,0.51,0.32,0.67,0.3,0.31,0.38,0.33,0.12,0.13,0.01,0.03,0.33,0.04
1628964,M. Bamba,2021-22,145,206,25,66,19,64,10,30,14,47,83,204,24,77,320.0,694.0,0.7,0.38,0.3,0.33,0.3,0.41,0.31,0.3,0.1,0.09,0.04,0.07,0.29,0.11
1628964,M. Bamba,2022-23,59,87,6,16,4,14,0,3,5,12,43,109,5,15,122.0,256.0,0.68,0.38,0.29,0.0,0.42,0.39,0.33,0.34,0.06,0.05,0.01,0.05,0.43,0.06
1628964,M. Bamba,2023-24,62,101,7,23,3,10,0,3,1,5,24,56,1,8,98.0,206.0,0.61,0.3,0.3,0.0,0.2,0.43,0.12,0.49,0.11,0.05,0.01,0.02,0.27,0.04
1628964,M. Bamba,2024-25,28,37,6,17,3,4,5,10,0,9,10,35,5,19,57.0,131.0,0.76,0.35,0.75,0.5,0.0,0.29,0.26,0.28,0.13,0.03,0.08,0.07,0.27,0.15
1628966,K. Bates-Diop,2018-19,36,50,7,19,4,21,1,9,3,11,9,31,4,20,64.0,161.0,0.72,0.37,0.19,0.11,0.27,0.29,0.2,0.31,0.12,0.13,0.06,0.07,0.19,0.12
1628966,K. Bates-Diop,2019-20,58,94,7,31,1,6,11,21,8,23,15,59,19,44,119.0,278.0,0.62,0.23,0.17,0.52,0.35,0.25,0.43,0.34,0.11,0.02,0.08,0.08,0.21,0.16
1628966,K. Bates-Diop,2020-21,22,30,3,17,0,3,0,2,2,7,3,8,2,9,32.0,76.0,0.73,0.18,0.0,0.0,0.29,0.38,0.22,0.39,0.22,0.04,0.03,0.09,0.11,0.12
1628966,K. Bates-Diop,2021-22,99,150,13,40,7,18,4,11,4,14,9,30,8,25,144.0,288.0,0.66,0.32,0.39,0.36,0.29,0.3,0.32,0.52,0.14,0.06,0.04,0.05,0.1,0.09
1628966,K. Bates-Diop,2022-23,131,193,46,114,3,16,10,35,13,27,33,80,23,62,259.0,527.0,0.68,0.4,0.19,0.29,0.48,0.41,0.37,0.37,0.22,0.03,0.07,0.05,0.15,0.12
1628966,K. Bates-Diop,2023-24,40,70,9,22,2,5,8,24,6,20,7,25,14,44,86.0,210.0,0.57,0.41,0.4,0.33,0.3,0.28,0.32,0.33,0.1,0.02,0.11,0.1,0.12,0.21
1628969,Mikal Bridges,2018-19,111,174,16,48,10,30,23,58,21,81,61,171,44,139,286.0,701.0,0.64,0.33,0.33,0.4,0.26,0.36,0.32,0.25,0.07,0.04,0.08,0.12,0.24,0.2
1628969,Mikal Bridges,2019-20,146,199,18,58,13,34,16,37,24,59,30,96,40,96,287.0,579.0,0.73,0.31,0.38,0.43,0.41,0.31,0.42,0.34,0.1,0.06,0.06,0.1,0.17,0.17
1628969,Mikal Bridges,2020-21,158,207,52,109,20,39,39,85,47,108,47,121,86,193,449.0,862.0,0.76,0.48,0.51,0.46,0.44,0.39,0.45,0.24,0.13,0.05,0.1,0.13,0.14,0.22
1628969,Mikal Bridges,2021-22,183,232,120,208,40,106,24,71,47,109,44,132,71,180,529.0,1038.0,0.79,0.58,0.38,0.34,0.43,0.33,0.39,0.22,0.2,0.1,0.07,0.11,0.13,0.17
1628969,Mikal Bridges,2022-23,167,247,137,313,120,265,50,104,38,94,81,242,88,198,681.0,1463.0,0.68,0.44,0.45,0.48,0.4,0.33,0.44,0.17,0.21,0.18,0.07,0.06,0.17,0.14
1628969,Mikal Bridges,2023-24,162,261,109,262,73,179,39,100,43,105,137,382,82,205,645.0,1494.0,0.62,0.42,0.41,0.39,0.41,0.36,0.4,0.17,0.18,0.12,0.07,0.07,0.26,0.14
1628969,Mikal Bridges,2024-25,182,241,139,268,107,211,38,98,55,121,71,233,93,219,685.0,1391.0,0.76,0.52,0.51,0.39,0.45,0.3,0.42,0.17,0.19,0.15,0.07,0.09,0.17,0.16
1628970,Miles Bridges,2018-19,146,228,18,52,8,32,13,35,17,43,35,113,30,78,267.0,581.0,0.64,0.35,0.25,0.37,0.4,0.31,0.38,0.39,0.09,0.06,0.06,0.07,0.19,0.13
1628970,Miles Bridges,2019-20,165,276,41,137,14,40,20,50,21,61,58,185,41,111,360.0,860.0,0.6,0.3,0.35,0.4,0.34,0.31,0.37,0.32,0.16,0.05,0.06,0.07,0.22,0.13
1628970,Miles Bridges,2020-21,167,235,23,65,7,32,23,56,20,45,73,186,43,101,356.0,720.0,0.71,0.35,0.22,0.41,0.44,0.39,0.43,0.33,0.09,0.04,0.08,0.06,0.26,0.14
1628970,Miles Bridges,2021-22,347,507,73,182,23,61,26,74,19,59,108,325,45,133,641.0,1341.0,0.68,0.4,0.38,0.35,0.32,0.33,0.34,0.38,0.14,0.05,0.06,0.04,0.24,0.1
1628970,Miles Bridges,2023-24,272,416,81,204,49,140,18,50,12,41,127,352,30,91,589.0,1294.0,0.65,0.4,0.35,0.36,0.29,0.36,0.33,0.32,0.16,0.11,0.04,0.03,0.27,0.07
1628970,Miles Bridges,2024-25,216,330,95,253,17,56,18,55,24,56,99,333,42,111,511.0,1194.0,0.65,0.38,0.3,0.33,0.43,0.3,0.38,0.28,0.21,0.05,0.05,0.05,0.28,0.09
1628971,Bruce Brown,2018-19,82,153,17,61,2,7,7,23,9,21,8,46,16,44,141.0,355.0,0.54,0.28,0.29,0.3,0.43,0.17,0.36,0.43,0.17,0.02,0.06,0.06,0.13,0.12
1628971,Bruce Brown,2019-20,117,215,44,123,4,13,11,28,14,32,8,36,25,60,223.0,507.0,0.54,0.36,0.31,0.39,0.44,0.22,0.42,0.42,0.24,0.03,0.06,0.06,0.07,0.12
1628971,Bruce Brown,2020-21,161,241,53,110,4,14,9,24,4,21,4,13,13,45,248.0,468.0,0.67,0.48,0.29,0.38,0.19,0.31,0.29,0.51,0.24,0.03,0.05,0.04,0.03,0.1
1628971,Bruce Brown,2021-22,155,235,58,150,5,28,10,36,16,27,12,30,26,63,282.0,569.0,0.66,0.39,0.18,0.28,0.59,0.4,0.41,0.41,0.26,0.05,0.06,0.05,0.05,0.11
1628971,Bruce Brown,2022-23,190,265,63,170,14,52,5,38,33,64,53,151,38,102,396.0,842.0,0.72,0.37,0.27,0.13,0.52,0.35,0.37,0.31,0.2,0.06,0.05,0.08,0.18,0.12
1628971,Bruce Brown,2023-24,128,177,72,182,25,59,8,22,14,43,31,98,22,65,300.0,646.0,0.72,0.4,0.42,0.36,0.33,0.32,0.34,0.27,0.28,0.09,0.03,0.07,0.15,0.1
1628971,Bruce Brown,2024-25,61,99,32,103,10,26,1,6,16,36,10,38,17,42,147.0,350.0,0.62,0.31,0.38,0.17,0.44,0.26,0.4,0.28,0.29,0.07,0.02,0.1,0.11,0.12
1628972,T. Brown Jr.,2018-19,48,74,13,50,14,41,3,9,4,8,15,51,7,17,104.0,250.0,0.65,0.26,0.34,0.33,0.5,0.29,0.41,0.3,0.2,0.16,0.04,0.03,0.2,0.07
1628972,T. Brown Jr.,2019-20,128,198,35,112,49,133,16,29,8,22,36,121,24,51,296.0,666.0,0.65,0.31,0.37,0.55,0.36,0.3,0.47,0.3,0.17,0.2,0.04,0.03,0.18,0.08
1628972,T. Brown Jr.,2020-21,24,32,9,18,7,24,7,17,3,10,12,41,10,27,72.0,169.0,0.75,0.5,0.29,0.41,0.3,0.29,0.37,0.19,0.11,0.14,0.1,0.06,0.24,0.16
1628972,T. Brown Jr.,2021-22,46,85,9,23,7,18,13,39,14,41,19,50,27,80,135.0,336.0,0.54,0.39,0.39,0.33,0.34,0.38,0.34,0.25,0.07,0.05,0.12,0.12,0.15,0.24
1628972,T. Brown Jr.,2022-23,68,107,11,42,14,35,23,62,23,53,61,166,46,115,246.0,580.0,0.64,0.26,0.4,0.37,0.43,0.37,0.4,0.18,0.07,0.06,0.11,0.09,0.29,0.2
1628972,T. Brown Jr.,2023-24,20,40,6,22,11,23,7,25,7,24,33,90,14,49,98.0,273.0,0.5,0.27,0.48,0.28,0.29,0.37,0.29,0.15,0.08,0.08,0.09,0.09,0.33,0.18
1628973,Jalen Brunson,2018-19,96,147,69,143,36,95,9,33,8,23,46,124,17,56,281.0,621.0,0.65,0.48,0.38,0.27,0.35,0.37,0.3,0.24,0.23,0.15,0.05,0.04,0.2,0.09
1628973,Jalen Brunson,2019-20,56,91,46,101,36,76,4,13,6,16,33,91,10,29,191.0,417.0,0.62,0.46,0.47,0.31,0.38,0.36,0.34,0.22,0.24,0.18,0.03,0.04,0.22,0.07
1628973,Jalen Brunson,2020-21,117,165,78,160,52,102,14,29,16,30,51,141,30,59,358.0,686.0,0.71,0.49,0.51,0.48,0.53,0.36,0.51,0.24,0.23,0.15,0.04,0.04,0.21,0.09
1628973,Jalen Brunson,2021-22,137,204,163,317,112,237,20,41,18,35,56,174,38,76,544.0,1084.0,0.67,0.51,0.47,0.49,0.51,0.32,0.5,0.19,0.29,0.22,0.04,0.03,0.16,0.07
1628973,Jalen Brunson,2022-23,138,233,215,424,103,219,13,23,18,47,100,249,31,70,618.0,1265.0,0.59,0.51,0.47,0.57,0.38,0.4,0.44,0.18,0.34,0.17,0.02,0.04,0.2,0.06
1628973,Jalen Brunson,2023-24,169,284,276,524,134,314,9,21,24,51,178,453,33,72,823.0,1719.0,0.6,0.53,0.43,0.43,0.47,0.39,0.46,0.17,0.3,0.18,0.01,0.03,0.26,0.04
1628973,Jalen Brunson,2024-25,145,226,186,350,102,227,7,25,17,34,128,338,24,59,609.0,1259.0,0.64,0.53,0.45,0.28,0.5,0.38,0.41,0.18,0.28,0.18,0.02,0.03,0.27,0.05
1628975,Jevon Carter,2018-19,8,27,5,18,9,38,3,13,8,20,23,67,11,33,67.0,216.0,0.3,0.28,0.24,0.23,0.4,0.34,0.33,0.12,0.08,0.18,0.06,0.09,0.31,0.15
1628975,Jevon Carter,2019-20,20,42,3,16,16,39,11,30,13,22,38,92,24,52,125.0,293.0,0.48,0.19,0.41,0.37,0.59,0.41,0.46,0.14,0.05,0.13,0.1,0.08,0.31,0.18
1628975,Jevon Carter,2020-21,10,17,10,19,18,36,11,28,4,10,41,112,15,38,109.0,260.0,0.59,0.53,0.5,0.39,0.4,0.37,0.39,0.07,0.07,0.14,0.11,0.04,0.43,0.15
1628975,Jevon Carter,2021-22,6,16,6,13,20,54,14,31,12,25,40,113,26,56,124.0,308.0,0.38,0.46,0.37,0.45,0.48,0.35,0.46,0.05,0.04,0.18,0.1,0.08,0.37,0.18
1628975,Jevon Carter,2022-23,30,62,15,46,52,120,17,47,17,35,108,255,34,82,273.0,647.0,0.48,0.33,0.43,0.36,0.49,0.42,0.41,0.1,0.07,0.19,0.07,0.05,0.39,0.13
1628975,Jevon Carter,2023-24,7,20,20,46,34,65,16,37,7,24,54,172,23,61,161.0,425.0,0.35,0.43,0.52,0.43,0.29,0.31,0.38,0.05,0.11,0.15,0.09,0.06,0.4,0.14
1628975,Jevon Carter,2024-25,8,15,6,13,6,13,6,19,4,6,25,80,10,25,65.0,171.0,0.53,0.46,0.46,0.32,0.67,0.31,0.4,0.09,0.08,0.08,0.11,0.04,0.47,0.15
1628976,Wendell Carter Jr.,2018-19,108,163,34,85,32,91,2,10,0,4,4,18,2,14,182.0,385.0,0.66,0.4,0.35,0.2,0.0,0.22,0.14,0.42,0.22,0.24,0.03,0.01,0.05,0.04
1628976,Wendell Carter Jr.,2019-20,137,209,24,70,16,35,1,11,1,1,4,17,2,12,185.0,355.0,0.66,0.34,0.46,0.09,1.0,0.24,0.17,0.59,0.2,0.1,0.03,0.0,0.05,0.03
1628976,Wendell Carter Jr.,2020-21,138,210,49,116,28,80,4,8,0,2,11,41,4,10,234.0,467.0,0.66,0.42,0.35,0.5,0.0,0.27,0.4,0.45,0.25,0.17,0.02,0.0,0.09,0.02
1628976,Wendell Carter Jr.,2021-22,192,257,59,136,38,77,6,15,2,8,62,190,8,23,367.0,706.0,0.75,0.43,0.49,0.4,0.25,0.33,0.35,0.36,0.19,0.11,0.02,0.01,0.27,0.03
1628976,Wendell Carter Jr.,2022-23,168,215,39,83,35,90,18,39,4,11,58,175,22,50,344.0,663.0,0.78,0.47,0.39,0.46,0.36,0.33,0.44,0.32,0.13,0.14,0.06,0.02,0.26,0.08
1628976,Wendell Carter Jr.,2023-24,120,168,31,70,8,16,11,35,13,37,40,99,24,72,247.0,497.0,0.71,0.44,0.5,0.31,0.35,0.4,0.33,0.34,0.14,0.03,0.07,0.07,0.2,0.14
1628976,Wendell Carter Jr.,2024-25,130,187,37,90,22,56,10,37,5,21,22,100,15,58,241.0,549.0,0.7,0.41,0.39,0.27,0.24,0.22,0.26,0.34,0.16,0.1,0.07,0.04,0.18,0.11
1628977,H. Diallo,2018-19,62,110,6,23,3,8,2,10,2,10,0,4,4,20,79.0,185.0,0.56,0.26,0.38,0.2,0.2,0.0,0.2,0.59,0.12,0.04,0.05,0.05,0.02,0.11
1628977,H. Diallo,2019-20,91,159,15,54,10,26,7,20,5,17,4,20,12,37,144.0,333.0,0.57,0.28,0.38,0.35,0.29,0.2,0.32,0.48,0.16,0.08,0.06,0.05,0.06,0.11
1628977,H. Diallo,2020-21,134,216,41,111,21,61,2,14,5,10,20,57,7,24,230.0,493.0,0.62,0.37,0.34,0.14,0.5,0.35,0.29,0.44,0.23,0.12,0.03,0.02,0.12,0.05
1628977,H. Diallo,2021-22,144,223,65,132,29,78,6,32,7,17,10,42,13,49,274.0,573.0,0.65,0.49,0.37,0.19,0.41,0.24,0.27,0.39,0.23,0.14,0.06,0.03,0.07,0.09
